uid,datetime,latitude,longitude,Date,segment_id
30,2018-01-02 12:54:35,-1.3285224027756002,36.880780019064396,2018-01-02 12:54:35,5_5
31,2018-01-02 13:14:14,-1.29228787431091,36.8423884423268,2018-01-02 13:14:14,19_2
32,2018-01-02 13:16:07,-1.32834076242482,36.8811599103441,2018-01-02 13:16:07,5_3
33,2018-01-02 13:54:06,-1.3261974102945,36.881100270584795,2018-01-02 13:54:06,5_5
34,2018-01-02 14:10:58,-1.48313562213472,37.0482844716554,2018-01-02 14:10:58,170_1
35,2018-01-02 14:17:01,-1.1706894109834198,36.9722933034125,2018-01-02 14:17:01,280_1
36,2018-01-02 14:41:44,-1.3261974102945,36.881100270584795,2018-01-02 14:41:44,5_5
37,2018-01-02 15:00:34,-1.3261974102945,36.881100270584795,2018-01-02 15:00:34,5_5
38,2018-01-02 15:03:19,-1.32815651050347,36.8707640046704,2018-01-02 15:03:19,120_3
39,2018-01-02 15:39:32,-1.48464840935047,37.1370319029494,2018-01-02 15:39:32,176_1
40,2018-01-02 16:55:16,-1.2623680106860902,36.8790866699941,2018-01-02 16:55:16,179_4
41,2018-01-03 00:46:33,-1.46107358539872,36.9639318060297,2018-01-03 00:46:33,170_1
42,2018-01-03 01:58:56,-1.2846493773566598,36.820902236634296,2018-01-03 01:58:56,262_1
43,2018-01-03 02:19:21,-1.28470480968288,36.8209035879631,2018-01-03 02:19:21,262_1
44,2018-01-03 02:19:59,-1.27306111238582,36.8129184019364,2018-01-03 02:19:59,132_1
45,2018-01-03 02:22:36,-1.28478393683051,36.820374185281,2018-01-03 02:22:36,262_2
46,2018-01-03 02:44:08,-1.28352951533251,36.8237275516571,2018-01-03 02:44:08,153_8
47,2018-01-03 02:47:26,-1.28352951533251,36.8237275516571,2018-01-03 02:47:26,153_8
48,2018-01-03 03:00:32,-1.28840901063693,36.8281760033063,2018-01-03 03:00:32,150_5
49,2018-01-03 03:03:23,-1.2836638653328798,36.8226081616571,2018-01-03 03:03:23,153_3
50,2018-01-03 03:09:23,-1.31075901057298,36.7997843032866,2018-01-03 03:09:23,41_2
51,2018-01-03 03:13:26,-1.31659931049483,36.8338161532564,2018-01-03 03:13:26,92_4
52,2018-01-03 03:17:40,-1.2836638653328798,36.8226081616571,2018-01-03 03:17:40,153_3
53,2018-01-03 03:33:33,-1.2848295943104198,36.8213796181513,2018-01-03 03:33:33,262_1
54,2018-01-03 03:58:34,-1.29081391063473,36.821557103305395,2018-01-03 03:58:34,51_1
55,2018-01-03 04:07:11,-1.31659931049483,36.8338161532564,2018-01-03 04:07:11,92_4
56,2018-01-03 04:18:49,-1.2996986426813602,36.80728913514071,2018-01-03 04:18:49,101_1
57,2018-01-03 04:19:52,-1.2848065320572,36.8203252373514,2018-01-03 04:19:52,262_2
58,2018-01-03 04:20:52,-1.4510349096960602,36.987778003043395,2018-01-03 04:20:52,170_1
59,2018-01-03 04:45:21,-1.29081391063473,36.821557103305395,2018-01-03 04:45:21,51_1
60,2018-01-03 05:09:38,-1.32834076242482,36.8811599103441,2018-01-03 05:09:38,5_3
61,2018-01-03 05:10:12,-1.27019551059894,36.9198722033001,2018-01-03 05:10:12,107_1
62,2018-01-03 05:10:26,-1.27019551059894,36.9198722033001,2018-01-03 05:10:26,107_1
63,2018-01-03 05:20:26,-1.32834076242482,36.8811599103441,2018-01-03 05:20:26,5_3
64,2018-01-03 05:28:37,-1.32834076242482,36.8811599103441,2018-01-03 05:28:37,5_3
65,2018-01-03 05:31:50,-1.3261974102945,36.881100270584795,2018-01-03 05:31:50,5_5
66,2018-01-03 05:49:32,-1.32919839227231,36.8745174526673,2018-01-03 05:49:32,120_2
67,2018-01-03 05:54:31,-1.32856016038097,36.8807830032392,2018-01-03 05:54:31,5_3
68,2018-01-03 06:27:33,-1.32834076242482,36.8811599103441,2018-01-03 06:27:33,5_3
69,2018-01-03 06:37:32,-1.2885291053187,36.827448011653296,2018-01-03 06:37:32,9_3
70,2018-01-03 07:14:07,-1.39570413032209,36.9408923366008,2018-01-03 07:14:07,170_1
71,2018-01-03 07:18:33,-1.28594793283723,36.8191979865396,2018-01-03 07:18:33,95_2
72,2018-01-03 08:13:43,-1.28356774498119,36.823664066466996,2018-01-03 08:13:43,153_8
73,2018-01-03 08:14:06,-1.2836638653328798,36.8226081616571,2018-01-03 08:14:06,153_3
74,2018-01-03 08:24:18,-1.205572510452,36.9174398015152,2018-01-03 08:24:18,3_3
75,2018-01-03 09:40:24,-1.2035702109076398,36.915826103388,2018-01-03 09:40:24,3_3
76,2018-01-03 10:01:31,-1.28040801068588,36.818571003319796,2018-01-03 10:01:31,30_14
77,2018-01-03 10:14:23,-1.31075901057298,36.7997843032866,2018-01-03 10:14:23,41_2
78,2018-01-03 10:44:19,-1.2823080707263,36.7827327045719,2018-01-03 10:44:19,74_8
79,2018-01-03 12:12:31,-1.49122383734707,37.057248948841,2018-01-03 12:12:31,170_1
80,2018-01-03 12:53:10,-1.30934820719567,36.8288096654417,2018-01-03 12:53:10,67_4
81,2018-01-03 13:04:19,-1.2789499777143,36.907179170118,2018-01-03 13:04:19,162_1
82,2018-01-03 13:25:16,-1.30130261058807,36.820903303292,2018-01-03 13:25:16,175_3
83,2018-01-03 16:05:41,-1.31538281021621,36.894604953231,2018-01-03 16:05:41,147_4
84,2018-01-04 01:12:44,-1.23380161279392,36.8731698056836,2018-01-04 01:12:44,167_2
85,2018-01-04 02:27:29,-1.26744143487214,36.83551840231209,2018-01-04 02:27:29,4_1
86,2018-01-04 03:06:56,-1.26433113609309,36.7469843524426,2018-01-04 03:06:56,6_1
87,2018-01-04 04:56:33,-1.25987632071535,36.7864740835265,2018-01-04 04:56:33,66_2
88,2018-01-04 06:06:01,-1.28298991065289,36.83472370331121,2018-01-04 06:06:01,63_3
89,2018-01-04 07:50:57,-1.28008971064798,36.8485277033105,2018-01-04 07:50:57,366_1
90,2018-01-04 07:58:40,-1.31075901057298,36.7997843032866,2018-01-04 07:58:40,41_2
91,2018-01-04 11:49:24,-1.19676337694864,36.900566960705,2018-01-04 11:49:24,247_1
92,2018-01-04 11:54:40,-1.21719899436922,36.8914407400061,2018-01-04 11:54:40,90_1
93,2018-01-04 13:03:37,-1.28698731075601,36.7424011033359,2018-01-04 13:03:37,136_2
94,2018-01-04 13:06:27,-1.31246188287337,36.830222681399604,2018-01-04 13:06:27,67_4
95,2018-01-04 13:39:08,-1.25971001081527,36.7867350033491,2018-01-04 13:39:08,66_2
96,2018-01-04 13:40:36,-1.28444001065179,36.8306190033107,2018-01-04 13:40:36,43_3
97,2018-01-05 01:38:23,-1.26996951071037,36.8360283033278,2018-01-05 01:38:23,65_6
98,2018-01-05 01:46:07,-1.30130261058807,36.820903303292,2018-01-05 01:46:07,175_3
99,2018-01-05 02:22:12,-1.2467624609714398,36.6806061033252,2018-01-05 02:22:12,98_1
100,2018-01-05 07:09:53,-1.23196741082657,36.879069403363,2018-01-05 07:09:53,99_2
101,2018-01-05 07:19:57,-1.23100521084921,36.8778795033504,2018-01-05 07:19:57,99_2
102,2018-01-05 07:20:54,-1.23100521084921,36.8778795033504,2018-01-05 07:20:54,99_2
103,2018-01-05 07:21:14,-1.25908001094157,36.7780300032778,2018-01-05 07:21:14,71_3
104,2018-01-05 07:31:12,-1.21731121530997,36.8944784616549,2018-01-05 07:31:12,45_4
105,2018-01-05 08:05:36,-1.23099926512786,36.877874379425,2018-01-05 08:05:36,99_2
106,2018-01-05 08:15:57,-1.23099926512786,36.877874379425,2018-01-05 08:15:57,99_2
107,2018-01-05 12:38:00,-1.2825470106648,36.82723370331429,2018-01-05 12:38:00,137_2
108,2018-01-05 15:25:17,-1.2888636927457602,36.6835158744946,2018-01-05 15:25:17,222_2
109,2018-01-05 15:40:25,-1.29835777705315,36.8864014706279,2018-01-05 15:40:25,135_1
110,2018-01-06 06:25:32,-1.47924517763491,37.0420165085017,2018-01-06 06:25:32,170_1
111,2018-01-06 10:03:17,-1.20717867773049,36.7858690034193,2018-01-06 10:03:17,304_3
112,2018-01-06 10:15:57,-1.20717867773049,36.7858690034193,2018-01-06 10:15:57,304_3
113,2018-01-06 10:35:22,-1.2047921184711898,36.9165389691296,2018-01-06 10:35:22,3_3
114,2018-01-06 17:36:42,-1.31659931049483,36.8338161532564,2018-01-06 17:36:42,92_4
115,2018-01-06 17:51:52,-1.31659931049483,36.8338161532564,2018-01-06 17:51:52,92_4
116,2018-01-06 18:30:41,-1.30502661052973,36.85247560327689,2018-01-06 18:30:41,53_4
117,2018-01-06 19:54:40,-1.28087881067614,36.8243775033174,2018-01-06 19:54:40,27_8
118,2018-01-07 02:25:25,-1.32377085348256,36.8448302449307,2018-01-07 02:25:25,172_2
119,2018-01-07 02:45:25,-1.32368091045594,36.8443572032554,2018-01-07 02:45:25,172_2
120,2018-01-07 02:50:27,-1.32368091045594,36.8443572032554,2018-01-07 02:50:27,172_2
121,2018-01-07 07:37:19,-1.30548101055136,36.8344243032823,2018-01-07 07:37:19,67_3
122,2018-01-07 09:08:00,-1.4740440100626102,36.6283690031323,2018-01-07 09:08:00,100_6
123,2018-01-07 09:28:10,-1.26553240864635,36.8025411026554,2018-01-07 09:28:10,80_4
124,2018-01-07 09:34:24,-1.26744143487214,36.83551840231209,2018-01-07 09:34:24,4_1
125,2018-01-07 09:38:08,-1.2630298600013,36.7643743598987,2018-01-07 09:38:08,39_3
126,2018-01-07 09:38:55,-1.26309001083574,36.76439000335979,2018-01-07 09:38:55,39_1
127,2018-01-07 09:41:35,-1.2628746694914,36.7642569376232,2018-01-07 09:41:35,39_3
128,2018-01-07 09:42:21,-1.2628746694914,36.7642569376232,2018-01-07 09:42:21,39_3
129,2018-01-07 09:44:47,-1.26309001083574,36.76439000335979,2018-01-07 09:44:47,39_1
130,2018-01-07 09:46:07,-1.26309001083574,36.76439000335979,2018-01-07 09:46:07,39_1
131,2018-01-07 09:53:51,-1.26274611083756,36.7642235033603,2018-01-07 09:53:51,39_3
132,2018-01-07 09:57:54,-1.26426660944345,36.74698523415729,2018-01-07 09:57:54,6_1
133,2018-01-07 10:08:28,-1.26309001083574,36.76439000335979,2018-01-07 10:08:28,39_1
134,2018-01-07 10:14:48,-1.26309001083574,36.76439000335979,2018-01-07 10:14:48,39_1
135,2018-01-07 10:37:02,-1.26274611083756,36.7642235033603,2018-01-07 10:37:02,39_3
136,2018-01-07 10:42:05,-1.26309001083574,36.76439000335979,2018-01-07 10:42:05,39_1
137,2018-01-07 10:50:44,-1.25056792764553,36.939975834451104,2018-01-07 10:50:44,82_1
138,2018-01-07 10:53:23,-1.26378897205483,36.7639349848911,2018-01-07 10:53:23,39_1
139,2018-01-07 10:59:22,-1.26426660944345,36.74698523415729,2018-01-07 10:59:22,6_1
140,2018-01-07 10:59:38,-1.2579113107230702,36.868017003333,2018-01-07 10:59:38,296_2
141,2018-01-07 11:38:03,-1.2629712254898,36.7650248345428,2018-01-07 11:38:03,39_4
142,2018-01-07 13:46:42,-1.21325806105343,36.660526103342,2018-01-07 13:46:42,98_1
143,2018-01-07 14:56:15,-1.26433113609309,36.7469843524426,2018-01-07 14:56:15,6_1
144,2018-01-07 16:16:31,-1.26433113609309,36.7469843524426,2018-01-07 16:16:31,6_1
145,2018-01-07 17:57:27,-1.1837491108761398,37.0081209033838,2018-01-07 17:57:27,168_4
146,2018-01-08 01:31:07,-1.26744143487214,36.83551840231209,2018-01-08 01:31:07,4_1
147,2018-01-08 02:49:01,-1.25997519893869,36.8434175352992,2018-01-08 02:49:01,26_1
148,2018-01-08 02:50:30,-1.25997519893869,36.8434175352992,2018-01-08 02:50:30,26_1
149,2018-01-08 03:04:19,-1.25936693070694,36.843122763198,2018-01-08 03:04:19,243_2
150,2018-01-08 03:12:26,-1.25997519893869,36.8434175352992,2018-01-08 03:12:26,26_1
151,2018-01-08 03:21:23,-1.25936693070694,36.843122763198,2018-01-08 03:21:23,243_2
152,2018-01-08 04:27:56,-1.2628746694914,36.7642569376232,2018-01-08 04:27:56,39_3
153,2018-01-08 05:10:29,-1.28962559080291,36.7615651604999,2018-01-08 05:10:29,260_1
154,2018-01-08 05:19:53,-1.28962559080291,36.7615651604999,2018-01-08 05:19:53,260_1
155,2018-01-08 05:33:33,-1.28941451072061,36.761583503327714,2018-01-08 05:33:33,260_1
156,2018-01-08 07:11:01,-1.2895212885512,36.7615773631129,2018-01-08 07:11:01,260_1
157,2018-01-08 09:03:59,-1.28476851065616,36.8261138033118,2018-01-08 09:03:59,28_9
158,2018-01-08 09:41:11,-1.27493381149678,36.8234167409223,2018-01-08 09:41:11,48_2
159,2018-01-08 10:11:38,-1.23374626121378,36.8731383538059,2018-01-08 10:11:38,167_2
160,2018-01-08 10:19:22,-1.28698731075601,36.7424011033359,2018-01-08 10:19:22,136_2
161,2018-01-08 10:23:54,-1.23101819198802,36.8783298513453,2018-01-08 10:23:54,99_2
162,2018-01-08 10:25:01,-1.23552138420306,36.8727336649102,2018-01-08 10:25:01,167_2
163,2018-01-08 10:26:47,-1.24478301088143,36.866854236923,2018-01-08 10:26:47,12_5
164,2018-01-08 10:41:20,-1.23099926512776,36.877874379425,2018-01-08 10:41:20,99_2
165,2018-01-08 10:52:20,-1.2898914107323898,36.7503364033296,2018-01-08 10:52:20,136_1
166,2018-01-08 10:54:24,-1.2898914107323898,36.7503364033296,2018-01-08 10:54:24,136_1
167,2018-01-08 10:57:59,-1.23552138420306,36.8727336649102,2018-01-08 10:57:59,167_2
168,2018-01-08 11:22:41,-1.24478301088143,36.866854236923,2018-01-08 11:22:41,12_5
169,2018-01-08 11:55:52,-1.24502899174986,36.8672981479359,2018-01-08 11:55:52,12_2
170,2018-01-08 13:03:42,-1.23099926512776,36.877874379425,2018-01-08 13:03:42,99_2
171,2018-01-08 14:10:54,-1.17119030190043,36.972582438127105,2018-01-08 14:10:54,280_1
172,2018-01-08 14:29:12,-1.28984661532702,36.8102347516552,2018-01-08 14:29:12,54_2
173,2018-01-08 15:04:26,-1.25640151074036,36.8552620033542,2018-01-08 15:04:26,108_4
174,2018-01-08 15:15:00,-1.25641987343312,36.8552761028285,2018-01-08 15:15:00,108_4
175,2018-01-08 15:28:29,-1.30360101056916,36.827346003287,2018-01-08 15:28:29,67_3
176,2018-01-08 17:21:53,-1.30708801053304,36.8428190032774,2018-01-08 17:21:53,92_1
177,2018-01-09 01:09:32,-1.11780826117638,37.00895955346989,2018-01-09 01:09:32,280_1
178,2018-01-09 03:22:21,-1.2658876053495,36.858796411662794,2018-01-09 03:22:21,105_2
179,2018-01-09 03:44:06,-1.29816716531844,36.8029120166476,2018-01-09 03:44:06,148_3
180,2018-01-09 04:09:47,-1.5500000088470602,37.3000000028085,2018-01-09 04:09:47,176_1
181,2018-01-09 04:57:59,-1.26099454187924,36.7960545329563,2018-01-09 04:57:59,116_1
182,2018-01-09 05:39:43,-1.28563011065705,36.822484803311795,2018-01-09 05:39:43,153_4
183,2018-01-09 07:48:51,-1.20652401088955,36.919322303383005,2018-01-09 07:48:51,3_3
184,2018-01-09 18:00:05,-1.21667001124132,36.616670003466794,2018-01-09 18:00:05,98_1
185,2018-01-10 00:42:48,-1.26448133659935,36.7396176561025,2018-01-10 00:42:48,106_3
186,2018-01-10 02:48:03,-0.8297100124821221,37.0378200038393,2018-01-10 02:48:03,280_1
187,2018-01-10 02:54:24,-0.8297100124821221,37.0378200038393,2018-01-10 02:54:24,280_1
188,2018-01-10 02:55:38,-0.8297100124821221,37.0378200038393,2018-01-10 02:55:38,280_1
189,2018-01-10 03:20:42,-1.30208071064359,36.7759077033056,2018-01-10 03:20:42,121_2
190,2018-01-10 04:15:54,-1.26604711084026,36.7507374033603,2018-01-10 04:15:54,13_1
191,2018-01-10 05:52:52,-1.27306111238582,36.8129184019364,2018-01-10 05:52:52,132_1
192,2018-01-10 10:47:29,-1.24437310539338,36.8664180816755,2018-01-10 10:47:29,12_3
193,2018-01-10 10:59:37,-1.28995908859826,36.777075711242105,2018-01-10 10:59:37,260_3
194,2018-01-11 03:06:37,-1.33143606788501,36.8885257668545,2018-01-11 03:06:37,59_1
195,2018-01-11 07:19:09,-1.31095331050932,36.8476114032708,2018-01-11 07:19:09,92_1
196,2018-01-11 07:21:11,-1.29773491051843,36.8861461032754,2018-01-11 07:21:11,135_1
197,2018-01-11 08:34:03,-1.23101819198802,36.8783298513453,2018-01-11 08:34:03,99_2
198,2018-01-11 08:46:40,-1.23552138420306,36.8727336649102,2018-01-11 08:46:40,167_2
199,2018-01-11 08:47:24,-1.3233958405087,36.8052061432686,2018-01-11 08:47:24,31_3
200,2018-01-11 10:32:36,-1.2907229107338,36.7464014033298,2018-01-11 10:32:36,136_1
201,2018-01-11 11:17:07,-1.24478301088143,36.866854236923,2018-01-11 11:17:07,12_5
202,2018-01-11 14:29:25,-1.25641987343312,36.8552761028285,2018-01-11 14:29:25,108_4
203,2018-01-11 14:40:27,-1.25641987343312,36.8552761028285,2018-01-11 14:40:27,108_4
204,2018-01-11 14:51:55,-1.25965198009157,36.8452400900495,2018-01-11 14:51:55,77_1
205,2018-01-11 14:53:54,-1.25936693070694,36.843122763198,2018-01-11 14:53:54,243_2
206,2018-01-11 15:03:12,-1.25936693070694,36.843122763198,2018-01-11 15:03:12,243_2
207,2018-01-11 15:18:01,-1.25936693070694,36.843122763198,2018-01-11 15:18:01,243_2
208,2018-01-12 01:14:25,-1.2562189748168,36.8552681770653,2018-01-12 01:14:25,108_4
209,2018-01-12 01:31:20,-1.24244941079314,36.868220503353,2018-01-12 01:31:20,12_4
210,2018-01-12 01:34:04,-1.25887001083398,36.7803900033601,2018-01-12 01:34:04,71_4
211,2018-01-12 01:38:36,-1.25997519893869,36.8434175352992,2018-01-12 01:38:36,26_1
212,2018-01-12 01:43:50,-1.25997519893869,36.8434175352992,2018-01-12 01:43:50,26_1
213,2018-01-12 02:44:23,-1.2453560107806598,36.8676520033494,2018-01-12 02:44:23,12_2
214,2018-01-12 03:23:35,-1.24528001091065,36.76913000338129,2018-01-12 03:23:35,620_5
215,2018-01-12 04:25:25,-1.29612840566994,36.881095623687294,2018-01-12 04:25:25,47_1
216,2018-01-12 06:14:31,-1.27493381149678,36.8234167409223,2018-01-12 06:14:31,48_2
217,2018-01-12 07:20:20,-1.28962559080291,36.7615651604999,2018-01-12 07:20:20,260_1
218,2018-01-12 08:44:36,-1.28951630673311,36.7601982852996,2018-01-12 08:44:36,260_1
219,2018-01-12 10:27:13,-1.2825470106648,36.82723370331429,2018-01-12 10:27:13,137_2
220,2018-01-12 11:58:18,-1.23350506412771,36.669215335433705,2018-01-12 11:58:18,98_1
221,2018-01-12 12:01:46,-1.25641987343312,36.8552761028285,2018-01-12 12:01:46,108_4
222,2018-01-12 13:10:04,-1.25943966838575,36.8019682986643,2018-01-12 13:10:04,116_3
223,2018-01-12 18:39:54,-1.3298706272473302,36.8557900831397,2018-01-12 18:39:54,172_1
224,2018-01-13 02:02:56,-1.36270000955497,37.393550003020295,2018-01-13 02:02:56,176_1
225,2018-01-13 05:56:24,-1.28677841064765,36.8256786033093,2018-01-13 05:56:24,152_3
226,2018-01-13 06:59:03,-1.53591625394131,37.1345115040418,2018-01-13 06:59:03,176_1
227,2018-01-13 07:29:52,-1.25936693070694,36.843122763198,2018-01-13 07:29:52,243_2
228,2018-01-13 08:40:47,-1.52871904629841,37.126857951668896,2018-01-13 08:40:47,176_1
229,2018-01-13 11:32:28,-1.30671641047409,36.8889669032628,2018-01-13 11:32:28,112_2
230,2018-01-13 11:39:31,-2.0798751063499,37.4730188020633,2018-01-13 11:39:31,176_1
231,2018-01-13 12:17:00,-2.0798751063499,37.4730188020633,2018-01-13 12:17:00,176_1
232,2018-01-13 12:48:26,-2.0798751063499,37.4730188020633,2018-01-13 12:48:26,176_1
233,2018-01-13 14:12:52,-2.0798751063499,37.4730188020633,2018-01-13 14:12:52,176_1
234,2018-01-13 16:34:23,-1.5398883594420505,36.933696052999395,2018-01-13 16:34:23,170_1
235,2018-01-14 06:50:14,-1.20361355039397,36.9173289010703,2018-01-14 06:50:14,3_2
236,2018-01-14 07:48:40,-1.20361355039397,36.9173289010703,2018-01-14 07:48:40,3_2
237,2018-01-14 11:19:25,-1.205572510452,36.9174398015152,2018-01-14 11:19:25,3_3
238,2018-01-14 11:32:24,-1.19121851094724,36.928620503400005,2018-01-14 11:32:24,58_1
239,2018-01-14 15:05:38,-1.22572351346483,36.8849485172725,2018-01-14 15:05:38,50_1
240,2018-01-14 15:42:29,-1.21906719968389,36.8917852095321,2018-01-14 15:42:29,90_3
241,2018-01-14 15:45:07,-1.27351821072345,36.8137720033303,2018-01-14 15:45:07,132_1
242,2018-01-14 15:46:36,-1.26032854423438,36.7708487699924,2018-01-14 15:46:36,192_2
243,2018-01-14 15:49:52,-1.27351821072345,36.8137720033303,2018-01-14 15:49:52,132_1
244,2018-01-14 16:42:10,-1.26032927184971,36.77084896994271,2018-01-14 16:42:10,192_2
245,2018-01-14 17:54:09,-1.21863695424949,36.8913614321549,2018-01-14 17:54:09,90_1
246,2018-01-14 18:20:20,-1.2628746694914,36.7642569376232,2018-01-14 18:20:20,39_3
247,2018-01-14 18:51:34,-1.05565441132411,37.1141314035169,2018-01-14 18:51:34,168_4
248,2018-01-14 18:51:55,-1.26032854423438,36.7708487699924,2018-01-14 18:51:55,192_2
249,2018-01-14 19:07:44,-1.32282808374833,36.8026388708516,2018-01-14 19:07:44,31_2
250,2018-01-15 03:06:01,-1.16479210632851,36.9572803294478,2018-01-15 03:06:01,280_1
251,2018-01-15 05:14:14,-1.33113998904449,36.7164659545534,2018-01-15 05:14:14,100_2
252,2018-01-15 05:29:53,-1.25092509075781,36.86572735334271,2018-01-15 05:29:53,119_1
253,2018-01-15 11:22:32,-2.9255715029212497,37.51420510098049,2018-01-15 11:22:32,170_1
254,2018-01-15 12:05:44,-1.33143606788501,36.8885257668545,2018-01-15 12:05:44,59_1
255,2018-01-15 12:33:42,-1.33143606788501,36.8885257668545,2018-01-15 12:33:42,59_1
256,2018-01-15 13:35:32,-1.29913201605588,36.7627633352296,2018-01-15 13:35:32,122_2
257,2018-01-15 14:05:20,-1.30570898567388,36.8264403280137,2018-01-15 14:05:20,67_4
258,2018-01-15 15:37:49,-1.14926063278359,36.9620546012523,2018-01-15 15:37:49,280_1
259,2018-01-17 00:09:41,-1.28089027580989,36.81678815763,2018-01-17 00:09:41,177_7
260,2018-01-17 01:35:57,-1.29691499633941,36.87557309012271,2018-01-17 01:35:57,7_3
261,2018-01-17 01:48:56,-1.3453435985574902,36.902495695366895,2018-01-17 01:48:56,157_1
262,2018-01-17 03:56:18,-1.3193163667093302,36.8383030150389,2018-01-17 03:56:18,92_1
263,2018-01-17 05:04:49,-1.33443661035642,36.8831876032289,2018-01-17 05:04:49,1_1
264,2018-01-17 05:24:04,-1.2079504888559098,36.7962595350433,2018-01-17 05:24:04,15_3
265,2018-01-17 07:03:16,-1.3149200609351002,36.7781355534372,2018-01-17 07:03:16,145_3
266,2018-01-17 07:08:08,-1.31782632826419,36.7774232427875,2018-01-17 07:08:08,145_3
267,2018-01-17 07:23:21,-1.31782632826419,36.7774232427875,2018-01-17 07:23:21,145_3
268,2018-01-17 07:55:11,-1.3646631184616398,36.911642058838396,2018-01-17 07:55:11,170_2
269,2018-01-17 15:33:42,-1.32995104039855,36.8665185232401,2018-01-17 15:33:42,120_3
270,2018-01-17 22:06:43,-1.3074246107279,36.8231642364959,2018-01-17 22:06:43,184_1
271,2018-01-18 01:31:12,-1.31360928494901,36.8069608431573,2018-01-18 01:31:12,11_3
272,2018-01-18 01:53:33,-1.3453435985574902,36.902495695366895,2018-01-18 01:53:33,157_1
273,2018-01-18 04:07:51,-1.29143601069131,36.776305003319294,2018-01-18 04:07:51,260_3
274,2018-01-18 06:15:07,-1.23006124460174,36.8039444372045,2018-01-18 06:15:07,246_2
275,2018-01-18 13:18:56,-1.25640151074036,36.8552620033542,2018-01-18 13:18:56,108_4
276,2018-01-18 14:36:11,-1.29099351062532,36.828092303302995,2018-01-18 14:36:11,9_5
277,2018-01-19 01:01:22,-1.33090440255687,36.8644741895724,2018-01-19 01:01:22,120_3
278,2018-01-19 02:00:10,-1.27511701074209,36.7940600033346,2018-01-19 02:00:10,80_2
279,2018-01-19 03:29:44,-1.1957860485270702,36.838267482788,2018-01-19 03:29:44,15_1
280,2018-01-19 04:30:40,-1.14924411109529,36.9620097034438,2018-01-19 04:30:40,280_1
281,2018-01-19 09:40:31,-1.2432865760148502,36.7922546724935,2018-01-19 09:40:31,304_3
282,2018-01-19 13:41:47,-0.8893143127985451,36.589271403900106,2018-01-19 13:41:47,98_1
283,2018-01-19 14:48:32,-1.2746175107076698,36.8242779033165,2018-01-19 14:48:32,114_3
284,2018-01-20 02:55:11,-1.28385486018963,36.823120851748,2018-01-20 02:55:11,153_3
